key,ra,dec,name,host,confirmed_real,confirmed_dwarf,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,table
ngc_4594-dw1241m1153,190.3,-11.8925,dw1241-1153,ngc_4594,0,0,0.22083333333333333,0.0265,0.0265,,,,,,,,Carlsten2022ApJ...933...47C,30.24,0.24,0.25,Carlsten2022ApJ...933...47C,18.39,0.19,0.19,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.849999999999998,0.19,0.19,6.973029995663982,11168.632477805613,1168.6324778056132,1362.7792716085423,298.9588388423408,50.90025182778292,-6683.210475700088,8859.6254255697,-1257.0149085772728,11166.155037967277,11851.193721538966,11508.408014352824,1620.3219471197351,,,,,,,,,,,,,710.1208025921654,112.89525764685095,123.86652327622983,710.1208025921654,112.89525764685095,123.86652327622983,25.977274335366218,dwarf_local_field_distant
ngc_4594-dw1241m1234,190.45,-12.57,dw1241-1234,ngc_4594,0,0,0.08516666666666667,,,,,,0.22,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,20.65,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.25,,,5.933029995663982,9549.925860214349,429.81746665527135,450.0741397856509,299.2540082084807,50.232908377109275,-5805.966364592908,7505.0456736258675,-1079.8740415418793,9547.390097381547,10237.61886404225,9892.113469113954,174.2978258720286,,,,,,,,,,,,,236.58966371235857,,,208.9503333352474,,,25.920828503216818,dwarf_local_field_distant
ngc_4594-dw1242m1010,190.7375,-10.168889,dw1242-1010,ngc_4594,0,0,0.133,,,,,,0.31,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,20.51,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.389999999999997,,,5.98902999566398,9549.925860214349,429.81746665527135,450.0741397856509,299.4882140247351,52.6460950700166,-5514.378718231243,7740.981719139238,-932.691434216615,9547.50328128979,10222.487984246343,9884.286952376915,271.0341550007222,,,,,,,,,,,,,369.4687899069709,,,306.9038266844709,,,26.61562467901281,dwarf_local_field_distant
ngc_4594-dw1242m1107,190.733333,-11.128056,dw1242-1107,ngc_4594,0,0,0.2753333333333333,,,,,,0.09,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,18.73,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.169999999999998,,,6.701029995663981,9549.925860214349,429.81746665527135,450.0741397856509,299.56565691331787,51.688096046961874,-5636.850384316064,7647.062629487142,-974.3894607022099,9547.444548496864,10228.668924778432,9887.483421940007,145.98866583012273,,,,,,,,,,,,,764.8652141933784,,,729.6349116192325,,,26.71614118766295,dwarf_local_field_distant
ngc_4594-dw1242m1309,190.6875,-13.166111,dw1242-1309,ngc_4594,0,0,0.18266666666666667,,,,,,0.46,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,20.3,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.599999999999998,,,6.073029995663981,9549.925860214349,429.81746665527135,450.0741397856509,299.66444452884315,49.6505098034546,-5890.203011543717,7440.856480644038,-1067.8236056809735,9547.326401769686,10241.205556688814,9893.96949081067,280.7226472409098,,,,,,,,,,,,,507.44084428325834,,,372.89134294232315,,,26.82852466535917,dwarf_local_field_distant
ngc_4594-dw1244m1043,191.0625,-10.721944,dw1244-1043,ngc_4594,0,0,0.094,,,,,,0.16,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,20.44,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.459999999999997,,,6.017029995663981,9549.925860214349,429.81746665527135,450.0741397856509,300.05632239725963,52.10966592851717,-5599.357487506057,7683.024327993197,-905.2164592875426,9547.430684404588,10226.062239758141,9886.135266829164,230.11651736884912,,,,,,,,,,,,,261.128317678611,,,239.328056371742,,,26.005581230780386,dwarf_local_field_distant
ngc_4594-dw1244m1135,191.125,-11.585,dw1244-1135,ngc_4594,0,0,0.09533333333333333,,,,,,0.55,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,20.34,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.559999999999999,,,6.0570299956639815,9549.925860214349,429.81746665527135,450.0741397856509,300.216696222592,51.25016703772591,-5711.616101921788,7596.659491786489,-932.3572307375169,9547.3704864414,10231.53491537608,9888.965872043382,184.39818406695875,,,,,,,,,,,,,264.8322654471019,,,177.6548844524966,,,25.25849892431656,dwarf_local_field_distant
ngc_4594-dw1244m1238,191.225,-12.636111,dw1244-1238,ngc_4594,0,0,0.21316666666666664,,,,,,0.32,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,18.64,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.259999999999998,,,6.73702999566398,9549.925860214349,429.81746665527135,450.0741397856509,300.4396812299603,50.203996499033885,-5847.570822727938,7488.829778288792,-961.4717679612303,9547.295225480353,10238.000355522385,9892.31086684968,261.915113829209,,,,,,,,,,,,,592.1686494874884,,,488.3147780032552,,,25.75411249842994,dwarf_local_field_distant
ngc_4594-dw1244m1246,191.070833,-12.773056,dw1244-1246,ngc_4594,0,0,0.13866666666666666,,,,,,0.18,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,19.88,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.02,,,6.241029995663982,9549.925860214349,429.81746665527135,450.0741397856509,300.21412538632796,50.06093292873922,-5858.005943160439,7476.764199348943,-991.3866111772494,9547.305059659566,10238.83931389418,9892.744986804497,259.5839201989615,,,,,,,,,,,,,385.21056792305734,,,348.82300518239276,,,26.26363875761077,dwarf_local_field_distant
ngc_4594-dw1245m1041,191.279167,-10.698889,dw1245-1041,ngc_4594,0,0,0.123,,,,,,0.41,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,17.97,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.93,,,7.005029995663981,9549.925860214349,429.81746665527135,450.0741397856509,300.4011714601971,52.14179426849666,-5605.718517395725,7682.4428666096865,-870.1008220862286,9547.406557352744,10225.896740563869,9886.049677463361,260.2569127212692,,,,,,,,,,,,,341.68918164328886,,,262.4564404672053,,,23.735899333837434,dwarf_local_field_distant
ngc_4594-dw1246m1108,191.679167,-11.138056,dw1246-1108,ngc_4594,0,0,0.06783333333333334,,,,,,0.25,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,20.54,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.36,,,5.977029995663981,9549.925860214349,429.81746665527135,450.0741397856509,301.062506210888,51.716553778274516,-5678.641847645066,7633.592337571104,-826.0621801901253,9547.332597656758,10228.651987463734,9887.474661599526,286.61302564338285,,,,,,,,,,,,,188.43834272197643,,,163.19239184427005,,,25.27411270055755,dwarf_local_field_distant
ngc_4594-dw1246m1142,191.741667,-11.706944,dw1246-1142,ngc_4594,0,0,0.15166666666666667,,,,,,0.52,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,19.71,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.189999999999998,,,6.30902999566398,9549.925860214349,429.81746665527135,450.0741397856509,301.18686148170127,51.14965300972748,-5753.186250572036,7575.952552028463,-840.7584856739948,9547.290700123835,10232.221970639748,9889.321284019083,285.2453020461742,,,,,,,,,,,,,421.32405866584395,,,291.9018704241488,,,25.706797550531753,dwarf_local_field_distant
ngc_4594-dw1246m1240,191.558333,-12.678889,dw1246-1240,ngc_4594,0,0,0.12,,,,,,0.41,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,18.92,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.979999999999997,,,6.62502999566398,9549.925860214349,429.81746665527135,450.0741397856509,300.9497039112428,50.172826209765105,-5867.0119064171895,7479.9100521582,-911.1535749653319,9547.253676511038,10238.221051525265,9892.425064647947,309.4287221990955,,,,,,,,,,,,,333.35529916418426,,,256.0550638704442,,,24.632280006904914,dwarf_local_field_distant
ngc_4594-kksg_29,189.30875,-10.4975,KKSG 29,ngc_4594,1,1,0.5483333333333333,,,,,,0.56,,,,Crosby2024MNRAS.527.9118C,29.96,0.07,0.07,Karachentsev2018ApJ...858...62K,15.22,,,Crosby2024MNRAS.527.9118C,756.0,2.0,2.0,,,,,Huchtmeier2009A&A...506..677H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.731,,,,Huchtmeier2009A&A...506..677H,,,,,,,,,-14.74,,,8.12902999566398,9817.479430199845,311.4314936370338,321.634427166955,297.2276959401735,52.21687180160276,-5647.0470103206435,7939.953228720082,-1204.5352428895612,9815.20581699372,10491.828141165579,10152.813614170107,347.5136744186705,7.220092663072925,,,,,,631.9651533019146,562.4559547539011,,,,,1565.9243044430987,,,1038.7166735872033,,,23.913098669026247,dwarf_local_field_distant
ngc_4594-kksg_31,189.640417,-10.490278,KKSG 31,ngc_4594,1,1,0.4043333333333334,,,,,,0.1,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,16.0,,,Crosby2024MNRAS.527.9118C,1309.0,22.0,22.0,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,-1.4,0.3,0.3,,,,,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,,,6.5,1.9,3.1,Crosby2025MNRAS.536.2072C,,,,,,,,,,,,,,,,,,-13.899999999999999,,,7.79302999566398,9549.925860214349,429.81746665527135,450.0741397856509,297.75722123633756,52.25204871660249,-5507.16912133457,7721.367247498968,-1119.2229598519543,9547.613364625719,10224.490275517906,9885.322337664376,197.57299963106425,,,-1.4,0.3,0.3,spectroscopic,1185.7774140358488,1116.326582709049,,,,,1123.2221607948766,,,1065.582103946308,,,24.808547743402947,dwarf_local_field_distant
ngc_4594-kksg_32,189.97917,-11.746667,KKSG 32,ngc_4594,1,1,0.3983333333333333,0.07949999999999999,0.07949999999999999,,,,,,,,Carlsten2022ApJ...933...47C,29.77,0.33,0.32,Carlsten2022ApJ...933...47C,16.92,0.3,0.3,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.849999999999998,0.3,0.3,7.373029995663981,8994.975815300348,1268.1699643433267,1428.1984786326884,298.4458412227953,51.024698497550396,-5351.901323955858,7152.336907279359,-1053.9539369664167,8992.545789742891,9677.980271432049,9334.635443747113,555.3167885197901,,,,,,,,,,,,,1020.7031774222551,244.16111933060483,277.1312016021834,1020.7031774222551,244.16111933060483,277.1312016021834,25.765110486327472,dwarf_local_field_distant
ngc_4594-kksg_33,190.037083,-12.364722,KKSG 33,ngc_4594,1,1,0.23666666666666666,,,,,,0.08,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,17.29,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.61,,,7.27702999566398,9549.925860214349,429.81746665527135,450.0741397856509,298.603344398627,50.4121171302797,-5762.254250161325,7530.4310622550065,-1135.8335743907405,9547.45111167716,10236.339584540567,9891.451547759894,123.79840755445424,,,,,,,,,,,,,657.4507289071411,,,630.6045861435584,,,24.95939878328666,dwarf_local_field_distant
ngc_4594-kksg_34,190.32875,-11.9275,KKSG 34,ngc_4594,0,0,0.2881666666666666,0.020833333333333332,0.020833333333333332,,,,,,,,Carlsten2022ApJ...933...47C,29.78,0.19,0.17,Carlsten2022ApJ...933...47C,17.08,0.11,0.11,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.700000000000003,0.11,0.11,7.313029995663982,9036.494737223024,757.0731000996784,735.8774723350889,299.00681549371797,50.86708275629217,-5412.715610745085,7164.648496196556,-1014.1788693342417,9034.012407000158,9720.615958291166,9376.74124277316,518.4914140245106,,,,,,,,,,,,,753.3814417836629,79.74489192466547,86.25033784765753,753.3814417836629,79.74489192466547,86.25033784765753,25.255687746636262,dwarf_local_field_distant
ngc_4594-kksg_37,192.004167,-12.655,KKSG 37,ngc_4594,1,1,0.415,,,,,,0.23,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,16.38,,,Crosby2024MNRAS.527.9118C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.52,,,7.641029995663982,9549.925860214349,429.81746665527135,450.0741397856509,301.6279062977152,50.20808496120047,-5882.7213893191565,7475.856963772563,-840.3782769983603,9547.20305674141,10237.997403716574,9892.309339475345,369.6194796118832,,,,,,,,,,,,,1152.853742942804,,,1011.6250538194818,,,25.075711036451274,dwarf_local_field_distant
ngc_4594-lv_j1235-1104,188.914167,-11.067222,LV J1235-1104,ngc_4594,1,1,0.09983333333333333,,,,,,0.3,,,,Crosby2024MNRAS.527.9118C,29.9,0.1,0.1,McQuinn2016AJ....152..144M,14.84,,,Crosby2024MNRAS.527.9118C,1110.0,10.0,10.0,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,Karachentsev2013AJ....145..101K,,,,,,,,,-15.059999999999999,,,8.25702999566398,9549.925860214349,429.81746665527135,450.0741397856509,296.68918096639777,51.613136252446765,-5548.0708543884,7670.626612961515,-1257.5695188748368,9547.663768618642,10228.027390898993,9887.151611318128,199.62897231506,7.396633275341982,,,,,,983.4353612910708,913.4679698748447,,,,,277.33308916575885,,,232.03350974020094,,,20.338366707718464,dwarf_local_field_distant
ngc_4594-sucd1,190.012917,-11.667778,SUCD1,ngc_4594,1,1,0.005666666666666667,0.0005,0.0005,,,,,,,,Hau2009MNRAS.394L..97H,29.9,0.1,0.1,McQuinn2016AJ....152..144M,17.46,,,Hau2009MNRAS.394L..97H,1293.1,9.5,9.5,25.0,5.6,5.6,,Hau2009MNRAS.394L..97H,,,,,,,,-0.082,0.081,0.081,,,,,Hau2009MNRAS.394L..97H,,,,,,,,,,,,,,,12.6,,,Hau2009MNRAS.394L..97H,,,,,,,,,,,,,,,,,,-12.439999999999998,,,7.20902999566398,9549.925860214349,429.81746665527135,450.0741397856509,298.4894113971681,51.10572764892605,-5673.629276941503,7601.190283697828,-1110.369773742275,9547.496487586579,10232.031805566587,9889.222910983439,7.936139162914522,,,-0.082,0.081,0.081,spectroscopic,1167.4839874206207,1097.280743461067,9076606.391016755,3660410.431845668,4728866.001276024,,15.668465793336104,1.5221920107712172,1.591347039517185,15.668465793336104,1.5221920107712172,1.591347039517185,17.105745531078625,dwarf_local_field_distant
ngc_4605-dw1245+6158,191.454167,61.968889,Dw1245+6158,,1,1,,,,,,,,,,,,27.16,,,Karachentsev2025MNRAS.537L..21K,18.04,,,Karachentsev2022AstBu..77..372K,68.0,40.0,40.0,,,,,Karachentsev2025MNRAS.537L..21K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.120000000000001,,,5.881029995663982,2703.958364108846,,,124.08753831515284,55.146748701253834,1503.9121099984184,2166.351327378962,597.1273956181363,2706.5706943042715,2636.8090966953732,2642.2428716575564,nan,,,,,,,186.49189568251907,204.18497443200513,,,,,,,,,,,,dwarf_local_field_distant
ngc_4627,190.49875,32.573611,NGC 4627,ngc_4631,1,1,0.4405,0.013833333333333333,0.013833333333333333,,,,,,,,Carlsten2022ApJ...933...47C,29.2,,,Tully2009AJ....138..323T,12.65,0.03,0.03,Carlsten2022ApJ...933...47C,542.0,16.0,16.0,,,,,Simien2002A&A...384..371S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-16.549999999999997,0.03,0.03,8.853029995663979,6918.309709189363,,,142.9602647932168,84.1829713822825,697.8495076814773,6848.374985144668,689.7647133169365,6918.971533852414,7173.214333173489,7036.210438973203,426.86320408683235,,,,,,,563.6905054989716,540.6239854616234,,,,,885.9101327915652,27.42934791692676,27.681712620206667,885.9101327915652,27.42934791692676,27.681712620206667,21.757561495434892,dwarf_local_field_distant
ngc_4631-bts_151,190.8525,32.482222,BTS151,ngc_4631,1,1,0.24483333333333332,0.0045000000000000005,0.0045000000000000005,,,,,,,,Carlsten2022ApJ...933...47C,29.5,,,Anand2021AJ....162...80A,16.67,0.03,0.03,Carlsten2022ApJ...933...47C,734.8,55.2,55.2,,,,,Karachentsev2013AJ....145..101K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.829999999999998,0.03,0.03,7.36502999566398,7943.282347242822,,,140.45865321396545,84.37031644009222,778.0920717094423,7861.549671117844,828.4587765901005,7943.900917205656,8194.481062638366,8060.512632480208,599.2708256620901,,,,,,,756.9050252080444,733.7714100939083,,,,,565.4984588873172,10.244745047532206,10.339002193269835,565.4984588873172,10.244745047532206,10.339002193269835,24.5027702869336,dwarf_local_field_distant
ngc_4631-dw1,190.2375,32.7925,NGC 4631-dw1,ngc_4631,1,1,1.0919999999999999,0.33099999999999996,0.33099999999999996,,,,,,,,Carlsten2022ApJ...933...47C,29.26,,,Carlsten2022ApJ...933...47C,18.91,0.47,0.47,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.350000000000001,0.47,0.47,6.373029995663982,7112.135136533296,,,144.14074477168165,83.89792890976996,750.7474560587823,7038.671860554223,689.8861478351558,7112.839474820063,7363.25339884021,7228.363084649097,237.2361801441644,,,,,,,,,,,,,2244.9964955080977,674.7092045456138,680.9168908792822,2244.9964955080977,674.7092045456138,680.9168908792822,29.976691426904686,dwarf_local_field_distant
ngc_4631-dw1236p3336,189.205833,33.613333,dw1236+3336,ngc_4631,1,1,0.19666666666666668,0.011333333333333334,0.011333333333333334,,,,,,,,Carlsten2022ApJ...933...47C,29.36,,,Karachentsev2013AJ....145..101K,18.06,0.1,0.1,Carlsten2022ApJ...933...47C,525.8,17.0,17.0,,,,,Kovac2009MNRAS.400..743K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,,,,Karachentsev2013AJ....145..101K,,,,,,,,,-11.3,0.1,0.1,6.753029995663983,7447.319739059889,,,147.94965584307755,82.79093596835945,918.6784578222116,7362.433690405744,642.7840549537713,7448.188010589305,7686.269996744199,7557.7714249274095,224.05738534311365,7.079963113460619,,,,,,548.5016896079727,526.649380356733,,,,,425.5382363581783,24.190581238894822,24.413147552720716,425.5382363581783,24.190581238894822,24.413147552720716,25.41530610626615,dwarf_local_field_distant
ngc_4631-dw1239p3230,189.770833,32.505,dw1239+3230,ngc_4631,1,1,0.3766666666666667,,,,,,,,,,Carlsten2022ApJ...933...47C,29.32,0.21,0.22,Carlsten2022ApJ...933...47C,18.06,0.1,0.1,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.260000000000002,0.1,0.1,6.737029995663983,7311.390834834172,673.9601308150832,779.5681569496419,148.66868851648528,83.99336162187795,750.2627945271015,7243.56043209907,651.4399015827432,7312.121297596366,7565.081617112708,7429.178498047368,89.0077392339791,,,,,,,,,,,,,801.0936808546242,,,801.0936808546242,,,26.829029683210976,dwarf_local_field_distant
ngc_4631-dw1239p3251,189.832083,32.861111,dw1239+3251,ngc_4631,1,1,0.26116666666666666,0.029833333333333333,0.029833333333333333,,,,,,,,Carlsten2022ApJ...933...47C,28.87,0.51,0.48,Carlsten2022ApJ...933...47C,19.48,0.26,0.26,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.39,0.26,0.26,5.989029995663982,5942.921586155727,1243.9805001035757,1470.1808268534505,146.76534507730756,83.6969555148135,643.7038609023351,5882.822952962357,544.3862808285342,5943.672939583952,6200.300758373116,6060.5518089960815,1404.3511691984986,,,,,,,,,,,,,443.8100968015257,107.38789468904776,121.0584480064731,443.8100968015257,107.38789468904776,121.0584480064731,27.41659904964444,dwarf_local_field_distant
ngc_4631-dw2,190.528333,32.620833,NGC 4631-dw2,ngc_4631,1,1,0.29750000000000004,0.05466666666666666,0.05466666666666666,,,,,,,,Carlsten2022ApJ...933...47C,29.28,0.75,0.75,Carlsten2022ApJ...933...47C,18.91,0.47,0.47,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.370000000000001,0.47,0.47,6.381029995663982,7177.942912713615,2096.3484871080054,2961.170944653184,142.56490926589737,84.14781740776499,728.8736976532301,7104.432182900448,720.17424947938,7178.605065303861,7430.897399427995,7295.190055874994,167.4994704517113,,,,,,,,,,,,,597.7266615832624,222.6448579865675,268.42714870394116,597.7266615832624,222.6448579865675,268.42714870394116,27.083126296829505,dwarf_local_field_distant
ngc_4631-dw3,190.71875,32.459722,NGC 4631-dw3,ngc_4631,1,1,0.225,0.02,0.02,,,,,,,,Carlsten2020ApJ...891..144C,29.33,0.03,0.03,Tully2009AJ....138..323T,18.93,,,Carlsten2020ApJ...891..144C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.399999999999999,,,6.393029995663981,7345.138681571144,100.77908082125305,102.18105748874495,141.61894778216373,84.35457669081642,720.5691303613381,7270.982950671342,751.431507809957,7345.769472724371,7599.29555357134,7463.204545917607,22.616331678447143,,,,,,,,,,,,,479.33992410796805,42.613105297707875,43.342383545720395,479.33992410796805,42.613105297707875,43.342383545720395,26.573831172873696,dwarf_local_field_distant
ngc_4631-hsc-10,190.630833,31.969167,HSC-10,ngc_4631,1,1,0.12233333333333334,0.010666666666666666,0.010666666666666666,,,,,,,,Carlsten2022ApJ...933...47C,29.24,0.28,0.27,Carlsten2022ApJ...933...47C,18.81,0.1,0.1,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.43,0.1,0.1,6.405029995663981,7046.930689671467,852.5199389036552,933.0161830082852,144.21625461885506,84.78571064733914,635.8652000133878,6983.5229087290145,696.6458036207879,7047.53415265355,7308.72908704659,7168.516042077133,306.91682488055164,,,,,,,,,,,,,248.60738336348518,36.63257386554997,40.170600181740355,248.60738336348518,36.63257386554997,40.170600181740355,25.11818327395236,dwarf_local_field_distant
ngc_4631-hsc-9,190.220833,32.282222,HSC-9,ngc_4631,1,1,0.161,0.010333333333333333,0.010333333333333333,,,,,,,,Carlsten2022ApJ...933...47C,29.12,0.26,0.23,Carlsten2022ApJ...933...47C,18.47,0.1,0.1,Carlsten2022ApJ...933...47C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.650000000000002,0.1,0.1,6.493029995663982,6668.067692136219,752.451350381476,745.0347208729581,146.26231152732646,84.36005909369467,647.4388643453254,6606.61098448009,629.7943819954426,6668.7363930069405,6928.011254121264,6788.187232061247,678.5761690746681,,,,,,,,,,,,,310.3307712897948,38.518154193382486,41.86900324320192,310.3307712897948,38.518154193382486,41.86900324320192,25.379737364515314,dwarf_local_field_distant
