# %ECSV 1.0
# ---
# datatype:
# - name: recno
#   datatype: int32
#   description: Record number assigned by the VizieR team. Should Not be used for identification.
#   meta: !!omap
#   - {ucd: RECORD}
#   - {width: 8}
# - name: Name
#   datatype: string
#   description: Dwarf galaxy name
#   meta: !!omap
#   - {ucd: ID_MAIN}
#   - {_votable_string_dtype: char}
# - name: RAJ2000
#   unit: deg
#   datatype: float64
#   format: '{:8.4f}'
#   description: '[114.1/114.7] Right ascension (J2000) (1)'
#   meta: !!omap
#   - {ucd: POS_EQ_RA_MAIN}
#   - {width: 8}
#   - {precision: '4'}
# - name: e_RAJ2000
#   unit: deg
#   datatype: float32
#   format: '{:7.4f}'
#   description: '[0.006/0.007] RAdeg uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 7}
#   - {precision: '4'}
# - name: DEJ2000
#   unit: deg
#   datatype: float64
#   format: '{:8.4f}'
#   description: '[-58/-57.8] Declination (J2000) (1)'
#   meta: !!omap
#   - {ucd: POS_EQ_DEC_MAIN}
#   - {width: 8}
#   - {precision: '4'}
# - name: e_DEJ2000
#   unit: deg
#   datatype: float32
#   format: '{:7.4f}'
#   description: '[0.008/0.01] DEdeg uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 7}
#   - {precision: '4'}
# - name: m-M
#   unit: mag
#   datatype: float32
#   format: '{:5.2f}'
#   description: '[17.2/17.9] Distance modulus (1)'
#   meta: !!omap
#   - {ucd: PHOT_DIST-MOD}
#   - {width: 5}
#   - {precision: '2'}
# - name: e_m-M
#   unit: mag
#   datatype: float32
#   format: '{:5.2f}'
#   description: '[0.02/0.1] m-M uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 5}
#   - {precision: '2'}
# - name: f_m-M
#   datatype: string
#   description: Flag on m-M (2)
#   meta: !!omap
#   - {ucd: CODE_MISC}
#   - {_votable_string_dtype: char}
# - name: Dist
#   unit: kpc
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[27.8/37.4] Heliocentric distance (1)'
#   meta: !!omap
#   - {ucd: POS_GAL_HC}
#   - {width: 4}
#   - {precision: '1'}
# - name: e_Dist
#   unit: kpc
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[0.4/0.6] Dist uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: f_Dist
#   datatype: string
#   description: Flag on Dist (2)
#   meta: !!omap
#   - {ucd: CODE_MISC}
#   - {_votable_string_dtype: char}
# - name: VMag
#   unit: mag
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[-4.5/-2.4] V-band absolute magnitude (1)'
#   meta: !!omap
#   - {ucd: PHOT_ABS-MAG_BAND}
#   - {width: 4}
#   - {precision: '1'}
# - name: e_VMag
#   unit: mag
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[0.1/0.2] Vmag uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: LV
#   unit: solLum
#   datatype: float32
#   format: '{:8.1g}'
#   description: '[780/5400] V-band luminosity (1)'
#   meta: !!omap
#   - {ucd: PHYS_LUMINOSITY_OPT}
#   - {width: 8}
#   - {precision: E1}
# - name: e_LV
#   unit: solLum
#   datatype: float32
#   format: '{:8.1g}'
#   description: '[130/500] Negative uncertainty in LV (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 8}
#   - {precision: E1}
# - name: E_LV
#   unit: solLum
#   datatype: float32
#   format: '{:8.1g}'
#   description: '[160/500] Positive uncertainty in LV (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 8}
#   - {precision: E1}
# - name: r1/2
#   unit: arcmin
#   datatype: float32
#   format: '{:5.2f}'
#   description: '[3.7/8.7] Half-light radius (1)'
#   meta: !!omap
#   - {ucd: EXTENSION_RAD}
#   - {width: 5}
#   - {precision: '2'}
# - name: e_r1/2
#   unit: arcmin
#   datatype: float32
#   format: '{:5.2f}'
#   description: '[0.7/1] r1/2 uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 5}
#   - {precision: '2'}
# - name: r1/2pc
#   unit: pc
#   datatype: int16
#   description: '[30/91] Half-light radius in parsecs (1)'
#   meta: !!omap
#   - {ucd: PHYS_SIZE_RADIUS_GENERAL}
#   - {width: 2}
# - name: e_r1/2pc
#   unit: pc
#   datatype: uint8
#   description: '[8/9] r1/2pc uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 1}
# - name: ell
#   datatype: float32
#   format: '{:5.2f}'
#   description: '[0.34/0.55] Ellipticity, 1-b/a (1)'
#   meta: !!omap
#   - {ucd: PHYS_ELLIPTICITY}
#   - {width: 5}
#   - {precision: '2'}
# - name: e_ell
#   datatype: float32
#   format: '{:5.2f}'
#   description: '[0.07/0.18] ell uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 5}
#   - {precision: '2'}
# - name: PA
#   unit: deg
#   datatype: int16
#   description: '[150/170] Position angle, N to E (1)'
#   meta: !!omap
#   - {ucd: POS_POS-ANG}
#   - {width: 3}
# - name: e_PA
#   unit: deg
#   datatype: int16
#   description: '[9/14] PA uncertainty (1)'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 2}
# - name: Nm
#   datatype: int16
#   description: '[4/14] Number of members'
#   meta: !!omap
#   - {ucd: NUMBER}
#   - {width: 2}
# - name: f_Nm
#   datatype: string
#   description: Flag on Nm (2)
#   meta: !!omap
#   - {ucd: CODE_MISC}
#   - {_votable_string_dtype: char}
# - name: HRV
#   unit: km / s
#   datatype: float32
#   format: '{:5.1f}'
#   description: '[284.6/477.2] Heliocentric velocity'
#   meta: !!omap
#   - {ucd: VELOC_HC}
#   - {width: 5}
#   - {precision: '1'}
# - name: e_HRV
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[1.2/3.1] Negative uncertainty in HRV'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: E_HRV
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[1.2/3.4] Positive uncertainty in HRV'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: VGSR
#   unit: km / s
#   datatype: int16
#   description: '[42/235] Galactic standard of rest velocity'
#   meta: !!omap
#   - {ucd: VELOC_GC}
#   - {width: 3}
# - name: sigma
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[3.4/5.6] Dispersion velocity'
#   meta: !!omap
#   - {ucd: VELOC_DISP}
#   - {width: 4}
#   - {precision: '1'}
# - name: e_sigma
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[0.8/2.1] Negative uncertainty on sigma'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: E_sigma
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: '[1.2/4.3] Positive uncertainty on sigma'
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: f_sigma
#   datatype: string
#   description: Flag on sigma (2)
#   meta: !!omap
#   - {ucd: CODE_MISC}
#   - {_votable_string_dtype: char}
# - name: Mhalf
#   unit: solMass
#   datatype: float32
#   format: '{:8.1g}'
#   description: '[1e+06]? Dynamical mass'
#   meta: !!omap
