# %ECSV 1.0
# ---
# datatype:
# - name: Target
#   datatype: string
#   description: Target identification; Galaxy-ID number
#   meta: !!omap
#   - {ucd: ID_MAIN}
#   - {_votable_string_dtype: char}
# - name: Field
#   datatype: string
#   description: Field and spectrograph channel (B=blue, R=red)
#   meta: !!omap
#   - {ucd: ID_FIELD}
#   - {_votable_string_dtype: char}
# - name: HJD
#   unit: d
#   datatype: float64
#   format: '{:8.3f}'
#   description: Heliocentric Julian Date minus 2450000 of obs.
#   meta: !!omap
#   - {ucd: TIME_DATE}
#   - {width: 8}
#   - {precision: '3'}
# - name: HV
#   unit: km / s
#   datatype: float32
#   format: '{:6.1f}'
#   description: Heliocentric rest frame velocity
#   meta: !!omap
#   - {ucd: VELOC_HC}
#   - {width: 6}
#   - {precision: '1'}
# - name: e_HV
#   unit: km / s
#   datatype: float32
#   format: '{:4.1f}'
#   description: Uncertainty in HV
#   meta: !!omap
#   - {ucd: ERROR}
#   - {width: 4}
#   - {precision: '1'}
# - name: SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Fe spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigFe
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigFe ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? The {Sigma}Mg spectral index ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: e_SigMg
#   unit: 0.1 nm
#   datatype: float32
#   format: '{:5.2f}'
#   description: '? Uncertainty in SigMg ({AA})'
#   meta: !!omap
#   - {ucd: SPECT_INDEX_MISC}
#   - {width: 5}
#   - {precision: '2'}
#   - values: {'null': .nan}
# - name: Mmb
#   datatype: float32
#   format: '{:6.3f}'
#   description: '? Probability membership'
#   meta: !!omap
#   - {ucd: CODE_MEMB}
#   - {width: 6}
#   - {precision: '3'}
#   - values: {'null': .nan}
# meta: !!omap
# - {ID: J_AJ_137_3100_tables}
# - {name: J/AJ/137/3100/tables}
# - {description: Combined table from original tables}
# schema: astropy-2.0
Target Field HJD HV e_HV SigFe e_SigFe SigMg e_SigMg Mmb
Sex-0309 6B 3804.673 224.2 5.3 0.2 0.18 0.53 0.38 ""
Sex-0309 6B 4124.814 221.7 4.8 "" "" "" "" ""
Sex-0310 57B 3410.758 234.1 3.6 0.31 0.05 0.39 0.11 0.997
Sex-0311 57B 3410.758 224.6 1.8 0.36 0.04 0.3 0.1 0.999
Sex-0311 23B 3418.704 227.7 2.0 0.32 0.04 0.45 0.07 ""
Sex-0311 6B 3804.673 216.6 3.6 0.3 0.05 0.25 0.12 ""
Sex-0311 6B 4124.814 226.6 2.3 "" "" "" "" ""
Sex-0312 57B 3410.758 218.5 4.8 0.24 0.06 0.52 0.12 0.988
Sex-0312 6B 4124.814 218.4 4.8 "" "" "" "" ""
Sex-0313 57B 3410.758 219.5 4.8 0.2 0.04 0.24 0.09 0.999
Sex-0314 57B 3410.758 219.8 5.0 0.18 0.06 0.36 0.11 0.999
Sex-0314 23B 3418.704 217.4 5.1 0.29 0.04 0.31 0.1 ""
Sex-0315 57B 3410.758 214.3 3.5 0.17 0.08 0.55 0.14 0.999
Sex-0315 1B 3411.775 214.9 2.0 0.38 0.04 0.38 0.08 ""
Sex-0315 5B 3416.684 216.8 2.7 0.31 0.04 0.27 0.09 ""
Sex-0315 1B 4122.822 219.7 3.0 "" "" "" "" ""
Sex-0316 57B 3410.758 200.5 3.7 0.35 0.06 0.39 0.15 0.99
Sex-0316 1B 3411.775 202.9 2.6 0.32 0.05 0.42 0.1 ""
Sex-0317 57B 3410.758 223.1 4.1 0.33 0.07 0.41 0.15 0.999
Sex-0317 1B 3411.775 227.2 2.9 0.35 0.05 0.44 0.11 ""
Sex-0317 5B 3416.684 228.2 2.2 0.34 0.04 0.46 0.09 ""
Sex-0318 57B 3410.758 218.7 3.5 0.22 0.06 0.47 0.11 0.999
Sex-0318 1R 3411.775 227.4 10.9 0.39 0.06 0.24 0.16 ""
Sex-0318 1B 4122.822 219.0 2.4 "" "" "" "" ""
Sex-0319 57B 3410.758 226.0 4.7 0.36 0.08 0.53 0.15 0.999
Sex-0319 1B 3411.775 232.9 1.7 0.36 0.05 0.44 0.1 ""
Sex-0319 5B 3416.684 231.3 3.0 0.26 0.04 0.37 0.08 ""
Sex-0319 1B 4122.822 229.9 3.0 "" "" "" "" ""
Sex-0320 57B 3410.758 225.1 3.3 0.35 0.05 0.3 0.11 0.999
Sex-0320 6R 4124.814 221.2 6.1 "" "" "" "" ""
Sex-0321 57B 3410.758 199.2 2.6 0.34 0.05 0.39 0.1 0.776
Sex-0321 23B 3418.704 196.1 2.0 0.3 0.03 0.23 0.07 ""
Sex-0322 57B 3410.758 224.1 3.7 0.23 0.05 0.3 0.11 0.998
Sex-0322 23B 3418.704 229.3 2.3 0.3 0.04 0.46 0.07 ""
Sex-0323 57B 3410.758 225.8 3.9 0.38 0.06 0.26 0.14 0.999
Sex-0323 1B 4122.822 220.8 5.8 "" "" "" "" ""
Sex-0323 6B 4124.814 218.4 5.3 "" "" "" "" ""
Sex-0324 57B 3410.758 226.3 4.8 0.36 0.07 0.36 0.14 0.999
Sex-0324 1B 3411.775 227.8 3.0 0.33 0.05 0.36 0.1 ""
Sex-0324 5B 3416.684 233.0 4.8 0.31 0.04 0.13 0.1 ""
Sex-0325 57B 3410.758 224.6 3.1 0.38 0.05 0.27 0.12 0.999
Sex-0326 57R 3410.758 224.5 4.7 0.31 0.04 0.28 0.1 0.999
Sex-0326 6B 4124.814 227.9 1.8 "" "" "" "" ""
Sex-0327 57B 3410.758 229.5 5.5 0.32 0.05 0.34 0.11 0.997
Sex-0327 6B 3804.673 212.3 4.5 0.3 0.07 0.33 0.17 ""
Sex-0327 6B 4124.814 214.3 1.6 "" "" "" "" ""
Sex-0328 57B 3410.758 221.3 3.4 0.27 0.06 0.32 0.11 0.999
Sex-0328 5B 3416.684 220.0 4.3 0.23 0.04 0.32 0.08 ""
Sex-0329 57B 3410.758 218.6 2.6 0.33 0.05 0.5 0.11 0.999
Sex-0329 1B 3411.775 226.9 2.5 0.38 0.05 0.05 0.15 ""
Sex-0329 5B 3416.684 224.3 2.7 0.33 0.03 0.26 0.08 ""
Sex-0329 1B 4122.822 227.6 2.9 "" "" "" "" ""
Sex-0330 57B 3410.758 223.0 2.7 0.28 0.05 0.3 0.12 0.999
Sex-0331 57B 3410.758 236.6 5.4 0.25 0.07 0.4 0.13 0.998
Sex-0331 5B 3416.684 234.6 1.7 0.27 0.03 0.28 0.07 ""
Sex-0332 57B 3410.758 235.0 2.6 0.35 0.05 0.38 0.11 0.998
Sex-0332 5B 3416.684 237.3 1.4 0.31 0.04 0.37 0.08 ""
Sex-0333 57R 3410.758 225.1 4.3 0.31 0.03 0.34 0.09 0.999
Sex-0334 57B 3410.758 236.2 3.5 0.36 0.06 0.3 0.14 0.996
Sex-0335 57B 3410.758 148.3 2.2 0.29 0.04 0.54 0.07 0.0
Sex-0336 57B 3410.758 172.4 5.5 0.28 0.05 0.23 0.13 0.0
Sex-0337 57B 3410.758 230.0 2.3 0.39 0.05 0.27 0.12 0.998
Sex-0338 57B 3410.758 197.4 1.9 0.31 0.03 0.64 0.06 0.005
Sex-0339 57B 3410.758 219.6 2.2 0.3 0.04 0.33 0.08 0.999
Sex-0340 57R 3410.758 238.7 7.9 0.38 0.07 0.29 0.16 0.999
Sex-0340 6B 3804.673 231.9 1.9 0.41 0.08 0.33 0.18 ""
Sex-0340 6B 4124.814 230.0 1.2 "" "" "" "" ""
Sex-0341 57B 3410.758 219.0 3.2 0.41 0.04 0.44 0.1 0.999
Sex-0341 6B 3804.673 217.5 3.5 0.4 0.06 0.24 0.17 ""
Sex-0341 6B 4124.814 218.4 0.9 "" "" "" "" ""
Sex-0342 57B 3410.758 221.8 3.3 0.39 0.05 0.42 0.11 0.998
Sex-0342 23B 3418.704 221.6 2.6 0.47 0.05 0.45 0.11 ""
Sex-0342 6B 3804.673 219.2 2.4 0.33 0.06 0.32 0.15 ""
Sex-0342 6B 4124.814 221.9 5.6 "" "" "" "" ""
Sex-0343 57B 3410.758 220.8 2.8 0.34 0.05 0.29 0.11 0.999
Sex-0343 6B 4124.814 217.9 3.3 "" "" "" "" ""
Sex-0344 57B 3410.758 226.7 3.7 0.26 0.07 0.43 0.12 0.999
Sex-0344 5B 3416.684 226.8 3.9 0.27 0.05 0.27 0.1 ""
Sex-0345 57B 3410.758 225.5 2.6 0.32 0.05 0.46 0.09 0.995
Sex-0346 57B 3410.758 226.6 4.1 0.29 0.06 0.33 0.12 0.999
Sex-0347 57B 3410.758 210.7 5.8 0.39 0.05 0.27 0.13 0.999
Sex-0347 5B 3416.684 209.9 2.0 0.3 0.04 0.37 0.08 ""
Sex-0347 1B 4122.822 217.2 2.4 "" "" "" "" ""
Sex-0348 57B 3410.758 212.0 2.7 0.24 0.06 0.69 0.09 0.828
Sex-0349 57B 3410.758 227.8 2.3 0.39 0.04 0.35 0.11 0.998
Sex-0349 23B 3418.704 227.7 1.6 0.37 0.03 0.42 0.06 ""
Sex-0350 57B 3410.758 201.2 1.5 0.4 0.05 0.43 0.1 0.791
Sex-0350 5B 3416.684 198.2 3.3 "" "" "" "" ""
Sex-0351 57B 3410.758 235.0 5.3 0.31 0.06 0.37 0.12 0.996
Sex-0352 57B 3410.758 224.2 3.5 0.34 0.05 0.24 0.12 0.999
Sex-0353 57B 3410.758 219.0 3.5 0.36 0.05 0.31 0.12 0.996
Sex-0354 57B 3410.758 138.2 1.8 0.36 0.06 0.88 0.07 0.0
Sex-0355 57B 3410.758 18.0 1.1 0.31 0.08 0.89 0.08 0.0
Sex-0356 57B 3410.758 66.2 1.4 0.36 0.05 0.77 0.08 0.0
Sex-0357 57B 3410.758 225.6 3.8 0.3 0.06 0.24 0.12 0.999
Sex-0357 6B 4124.814 229.6 4.5 "" "" "" "" ""
Sex-0358 57B 3410.758 228.9 3.8 0.33 0.05 0.33 0.11 0.999
Sex-0359 57B 3410.758 219.2 4.8 0.29 0.06 0.45 0.12 0.994
Sex-0360 57R 3410.758 107.4 7.2 0.24 0.1 0.79 0.13 0.0
Sex-0360 6B 3804.673 102.8 1.9 0.35 0.04 1.0 0.04 ""
Sex-0360 6B 4124.814 102.2 1.4 "" "" "" "" ""
Sex-0361 57R 3410.758 226.1 1.2 0.4 0.02 0.39 0.08 0.999
Sex-0361 1B 4122.822 226.3 0.5 "" "" "" "" ""
Sex-0362 57R 3410.758 238.2 10.5 0.32 0.07 0.39 0.13 0.994
Sex-0362 23B 3418.704 235.2 1.0 0.38 0.02 0.4 0.04 ""
Sex-0363 57R 3410.758 -15.5 3.8 0.44 0.07 0.94 0.11 0.0
Sex-0363 23B 3418.704 -18.1 0.8 0.45 0.03 1.0 0.04 ""
Sex-0364 57R 3410.758 234.8 2.5 0.36 0.04 0.36 0.1 0.999
Sex-0364 1R 3411.775 234.6 1.4 0.36 0.02 0.42 0.08 ""
Sex-0364 6B 3804.673 233.6 1.5 0.34 0.03 0.34 0.06 ""
Sex-0364 1R 4122.822 234.0 1.3 "" "" "" "" ""
Sex-0364 6B 4124.814 233.4 0.7 "" "" "" "" ""
Sex-0365 57R 3410.758 15.2 8.9 0.33 0.12 0.5 0.14 0.0
Sex-0366 57R 3410.758 237.3 8.1 0.33 0.07 0.27 0.14 0.996
Sex-0367 57R 3410.758 225.0 2.4 0.36 0.04 0.37 0.1 0.998
Sex-0367 6R 3804.673 226.4 9.9 0.37 0.06 0.45 0.12 ""
Sex-0367 6R 4124.814 231.7 1.2 "" "" "" "" ""
Sex-0368 57R 3410.758 41.7 5.0 0.3 0.05 0.73 0.1 0.0
Sex-0368 6R 4124.814 39.4 1.9 "" "" "" "" ""
Sex-0369 57R 3410.758 230.7 2.0 0.38 0.03 0.35 0.09 0.999
Sex-0370 57R 3410.758 3.8 3.6 0.34 0.08 0.8 0.12 0.0
Sex-0371 57R 3410.758 217.1 10.6 0.31 0.06 0.26 0.13 0.998
Sex-0372 57R 3410.758 79.0 7.9 0.2 0.12 0.4 0.18 0.0
Sex-0372 5R 3416.684 84.7 4.5 0.34 0.04 0.53 0.1 ""
Sex-0373 57R 3410.758 233.6 3.7 0.33 0.04 0.34 0.11 0.997
Sex-0374 57R 3410.758 35.1 1.9 0.35 0.05 0.88 0.1 0.0
Sex-0375 57R 3410.758 26.2 3.1 0.33 0.04 0.89 0.1 0.0
Sex-0376 57R 3410.758 235.5 5.8 0.31 0.07 0.23 0.15 0.997
Sex-0377 57R 3410.758 250.2 2.9 0.36 0.06 0.72 0.11 0.01
Sex-0378 57R 3410.758 207.4 3.0 0.33 0.04 0.79 0.09 0.012
Sex-0379 57R 3410.758 233.7 6.8 0.43 0.06 0.22 0.15 0.997
Sex-0380 57R 3410.758 204.1 7.9 0.23 0.08 0.39 0.13 0.98
Sex-0381 57R 3410.758 31.4 3.8 0.33 0.04 0.76 0.1 0.0
Sex-0382 1B 3411.775 211.7 3.6 0.36 0.05 0.37 0.11 0.992
Sex-0382 15B 3417.761 210.2 3.9 "" "" "" "" ""
Sex-0383 1B 3411.775 230.6 3.2 0.27 0.04 0.28 0.1 0.999
Sex-0384 1B 3411.775 -8.7 4.5 0.27 0.05 0.25 0.13 0.0
Sex-0385 1B 3411.775 218.0 3.4 0.28 0.04 0.38 0.08 0.999
Sex-0386 1B 3411.775 232.0 4.8 0.31 0.05 0.37 0.1 0.998
Sex-0387 1B 3411.775 208.9 1.9 0.28 0.04 0.33 0.08 0.995
Sex-0388 1B 3411.775 295.5 2.1 0.34 0.04 1.03 0.04 0.0
Sex-0388 15B 3417.761 297.4 2.6 0.33 0.04 0.73 0.06 ""
Sex-0389 1B 3411.775 225.4 3.5 0.29 0.05 0.15 0.12 0.999
Sex-0389 15B 3417.761 227.5 3.0 0.38 0.05 0.33 0.11 ""
Sex-0390 1B 3411.775 218.6 2.7 0.31 0.04 0.27 0.09 0.999
Sex-0390 5B 3416.684 214.1 5.2 0.28 0.04 0.26 0.08 ""
Sex-0390 1B 4122.822 220.5 2.7 "" "" "" "" ""
Sex-0391 1B 3411.775 227.5 3.5 0.36 0.05 0.25 0.11 0.999
Sex-0391 1R 4122.822 239.0 4.5 "" "" "" "" ""
Sex-0392 1B 3411.775 225.8 2.2 0.39 0.05 0.33 0.11 0.999
Sex-0392 1B 4122.822 225.3 3.3 "" "" "" "" ""
Sex-0392 6B 4124.814 229.1 4.5 "" "" "" "" ""
Sex-0393 1B 3411.775 223.6 3.5 0.33 0.05 0.39 0.11 0.999
Sex-0394 1B 3411.775 216.3 2.9 0.29 0.05 0.44 0.1 0.996
Sex-0395 1B 3411.775 223.4 5.5 0.27 0.04 0.29 0.08 0.999
Sex-0396 1B 3411.775 216.1 2.6 0.3 0.05 0.39 0.1 0.998
Sex-0397 1B 3411.775 222.1 5.1 0.33 0.05 0.29 0.12 0.999
Sex-0398 1B 3411.775 232.8 3.2 0.3 0.07 0.47 0.13 0.996
Sex-0399 1B 3411.775 242.1 3.0 0.28 0.05 0.11 0.12 0.994
Sex-0400 1B 3411.775 229.6 2.5 0.36 0.05 0.13 0.13 0.999
Sex-0400 1B 4122.822 229.6 3.0 "" "" "" "" ""
Sex-0401 1R 3411.775 230.8 10.2 0.42 0.08 0.1 0.21 0.999
Sex-0401 5B 3416.684 230.0 1.6 0.46 0.03 0.28 0.08 ""
Sex-0401 1B 4122.822 231.7 1.5 "" "" "" "" ""
Sex-0402 1B 3411.775 227.8 3.7 0.26 0.05 0.4 0.1 0.997
Sex-0403 1R 3411.775 226.0 10.5 0.4 0.06 0.4 0.14 0.998
Sex-0403 1B 4122.822 219.9 4.7 "" "" "" "" ""
Sex-0404 1B 3411.775 221.5 2.5 0.36 0.04 0.18 0.1 1.0
Sex-0405 1B 3411.775 212.3 4.3 0.31 0.05 0.3 0.1 0.998
Sex-0406 1B 3411.775 217.5 1.5 0.33 0.04 0.35 0.09 0.999
Sex-0407 1B 3411.775 230.6 2.9 0.33 0.04 0.25 0.1 0.999
Sex-0408 1B 3411.775 225.3 2.5 0.34 0.04 0.17 0.1 0.999
Sex-0409 1R 3411.775 231.8 7.2 0.32 0.06 0.43 0.12 0.998
Sex-0409 1B 4122.822 233.3 1.4 "" "" "" "" ""
Sex-0410 1B 3411.775 65.3 1.1 0.29 0.05 0.72 0.07 0.0
Sex-0410 5B 3416.684 69.8 2.1 0.35 0.04 0.44 0.08 ""
Sex-0410 6R 4124.814 65.4 5.6 "" "" "" "" ""
Sex-0411 1B 3411.775 219.9 2.6 0.35 0.04 0.26 0.1 0.999
Sex-0412 1B 3411.775 242.7 2.6 0.31 0.04 0.26 0.09 0.991
Sex-0413 1B 3411.775 228.5 4.1 0.38 0.06 0.16 0.17 0.999
Sex-0413 5B 3416.684 219.6 3.3 0.24 0.05 0.45 0.09 ""
Sex-0413 1B 4122.822 231.2 4.3 "" "" "" "" ""
Sex-0414 1B 3411.775 60.1 2.7 0.27 0.05 0.33 0.1 0.0
Sex-0414 15B 3417.761 80.2 3.5 0.39 0.06 0.46 0.13 ""
Sex-0415 1B 3411.775 223.3 4.1 0.29 0.05 0.31 0.11 0.999
Sex-0416 1R 3411.775 225.6 10.1 0.31 0.08 0.42 0.15 1.0
Sex-0416 5B 3416.684 222.0 1.7 0.41 0.04 0.36 0.09 ""
Sex-0416 6B 4124.814 222.1 2.8 "" "" "" "" ""
Sex-0417 1R 3411.775 217.5 6.5 0.32 0.05 0.31 0.11 0.999
Sex-0418 1R 3411.775 221.6 8.9 0.39 0.07 0.48 0.13 0.996
Sex-0418 6R 4124.814 230.4 4.5 "" "" "" "" ""
Sex-0419 1R 3411.775 225.2 11.0 0.46 0.09 0.22 0.21 0.998
Sex-0420 1R 3411.775 209.4 12.2 0.42 0.05 0.29 0.13 0.998
Sex-0420 5R 3416.684 206.2 7.2 0.42 0.04 0.25 0.12 ""
Sex-0421 1R 3411.775 222.0 8.6 0.4 0.05 0.3 0.13 0.999
Sex-0421 5R 3416.684 214.8 10.8 0.39 0.06 0.18 0.16 ""
Sex-0422 1R 3411.775 136.3 1.5 0.36 0.04 0.84 0.1 0.0
Sex-0423 1R 3411.775 210.4 1.4 0.36 0.03 0.42 0.09 0.992
Sex-0424 1R 3411.775 228.4 1.3 0.39 0.02 0.48 0.08 1.0
Sex-0424 5R 3416.684 225.8 1.2 0.4 0.01 0.39 0.08 ""
Sex-0424 1R 4122.822 232.1 2.1 "" "" "" "" ""
Sex-0425 366B 3412.725 123.5 4.0 0.3 0.04 0.31 0.09 0.0
Sex-0426 366B 3412.725 58.4 0.7 0.38 0.02 0.93 0.02 0.0
Sex-0427 366B 3412.725 15.0 0.5 0.39 0.01 0.96 0.01 0.0
Sex-0428 366B 3412.725 139.1 5.7 0.29 0.05 0.28 0.11 0.0
Sex-0429 366B 3412.725 154.2 5.8 0.28 0.05 0.0 0.13 0.0
Sex-0430 366B 3412.725 71.4 1.0 0.41 0.03 0.76 0.05 0.0
Sex-0431 366B 3412.725 46.2 2.8 0.38 0.05 0.62 0.09 0.0
Sex-0432 366B 3412.725 141.6 0.4 0.36 0.02 0.68 0.03 0.0
Sex-0433 366B 3412.725 30.1 3.8 0.27 0.04 0.43 0.08 0.0
Sex-0434 366B 3412.725 28.2 0.4 0.38 0.02 0.71 0.03 0.0
Sex-0435 366B 3412.725 11.2 0.4 0.47 0.01 0.88 0.02 0.0
Sex-0436 366B 3412.725 223.7 4.5 0.32 0.04 0.36 0.08 0.987
Sex-0437 366B 3412.725 82.3 2.3 0.35 0.05 0.47 0.09 0.0
Sex-0438 366B 3412.725 46.6 0.6 0.34 0.02 0.65 0.03 0.0
Sex-0439 366B 3412.725 112.2 3.4 0.3 0.03 0.42 0.07 0.0
Sex-0440 366B 3412.725 123.1 2.9 0.28 0.04 0.37 0.09 0.0
Sex-0441 366B 3412.725 285.5 5.0 0.23 0.03 0.28 0.07 0.0
Sex-0442 366B 3412.725 135.4 1.4 0.34 0.03 0.92 0.04 0.0
Sex-0443 366B 3412.725 95.8 1.7 0.4 0.04 0.7 0.06 0.0
Sex-0444 366B 3412.725 29.4 2.5 0.34 0.04 1.02 0.04 0.0
Sex-0445 366B 3412.725 3.9 0.6 0.39 0.02 0.75 0.03 0.0
Sex-0446 366B 3412.725 69.5 5.2 0.32 0.08 0.58 0.15 0.0
Sex-0447 366B 3412.725 54.5 0.7 0.31 0.03 0.96 0.03 0.0
Sex-0448 366B 3412.725 -8.8 2.5 0.23 0.09 1.28 0.03 0.0
Sex-0449 366B 3412.725 116.7 2.0 0.5 0.03 0.69 0.06 0.0
Sex-0450 366B 3412.725 84.8 2.6 0.38 0.08 1.12 0.09 0.0
Sex-0451 366B 3412.725 11.8 0.4 0.41 0.02 0.94 0.02 0.0
Sex-0452 38B 3412.846 210.9 3.5 0.28 0.05 0.48 0.08 0.959
Sex-0453 38B 3412.846 183.3 5.5 0.32 0.07 0.71 0.08 0.0
Sex-0454 38B 3412.846 228.5 4.3 0.28 0.06 0.25 0.12 0.998
Sex-0455 38B 3412.846 82.5 2.2 0.26 0.03 0.59 0.06 0.0
Sex-0455 100B 3805.736 85.1 1.8 0.23 0.05 0.51 0.09 ""
Sex-0456 38B 3412.846 14.2 2.6 0.36 0.02 0.74 0.03 0.0
Sex-0457 38B 3412.846 124.7 2.9 0.34 0.03 0.5 0.07 0.0
Sex-0457 100B 3805.736 141.6 3.0 0.38 0.06 0.54 0.11 ""
Sex-0458 38B 3412.846 223.3 3.9 0.36 0.05 0.57 0.09 0.893
Sex-0459 38B 3412.846 230.3 3.2 0.28 0.03 0.34 0.06 0.995
Sex-0460 38B 3412.846 242.6 1.6 0.29 0.03 0.7 0.04 0.0
Sex-0461 38B 3412.846 104.0 1.2 0.32 0.03 0.81 0.04 0.0
Sex-0462 38B 3412.846 123.7 1.7 0.35 0.03 0.67 0.04 0.0
Sex-0462 15B 3417.761 123.4 0.8 0.34 0.03 0.6 0.05 ""
Sex-0463 38B 3412.846 16.8 0.9 0.44 0.01 0.92 0.01 0.0
Sex-0464 38B 3412.846 105.9 2.6 0.43 0.06 0.86 0.08 0.0
Sex-0465 38B 3412.846 9.2 1.5 0.36 0.01 0.91 0.02 0.0
Sex-0466 38B 3412.846 21.6 2.6 0.33 0.02 0.76 0.04 0.0
Sex-0467 38B 3412.846 -3.9 2.3 0.31 0.03 0.91 0.04 0.0
Sex-0468 38B 3412.846 87.8 0.5 0.38 0.01 0.88 0.02 0.0
Sex-0469 38B 3412.846 9.3 0.5 0.43 0.02 0.82 0.03 0.0
Sex-0470 38B 3412.846 100.1 4.1 0.41 0.06 0.75 0.09 0.0
Sex-0471 38B 3412.846 93.8 1.1 0.4 0.02 0.99 0.02 0.0
Sex-0472 38B 3412.846 30.0 0.6 0.39 0.02 0.78 0.02 0.0
Sex-0473 38B 3412.846 15.0 0.4 0.43 0.01 0.61 0.02 0.0
Sex-0474 38B 3412.846 31.2 0.5 0.35 0.01 0.54 0.03 0.0
Sex-0475 38B 3412.846 36.8 2.6 0.3 0.04 0.52 0.06 0.0
Sex-0476 38B 3412.846 5.4 1.0 0.41 0.01 0.97 0.02 0.0
Sex-0477 38B 3412.846 210.7 3.7 0.43 0.05 0.5 0.09 0.907
Sex-0478 38B 3412.846 106.8 0.4 0.37 0.01 0.74 0.02 0.0
Sex-0478 15B 3417.761 104.2 0.4 0.35 0.02 0.85 0.02 ""
Sex-0479 38B 3412.846 30.9 0.4 0.34 0.01 0.53 0.03 0.0
Sex-0479 15B 3417.761 30.0 0.6 0.35 0.02 0.56 0.04 ""
Sex-0480 38B 3412.846 128.6 1.6 0.36 0.03 0.67 0.05 0.0
Sex-0481 38B 3412.846 171.1 2.1 0.35 0.03 0.58 0.06 0.0
Sex-0482 38B 3412.846 55.2 0.6 0.46 0.02 0.9 0.03 0.0
Sex-0483 38B 3412.846 42.8 1.1 0.38 0.02 0.98 0.02 0.0
Sex-0484 5B 3416.684 225.0 4.4 0.32 0.04 0.12 0.12 1.0
Sex-0484 1B 4122.822 224.7 2.2 "" "" "" "" ""
Sex-0485 5B 3416.684 232.3 2.6 0.3 0.03 0.24 0.07 0.999
Sex-0486 5B 3416.684 74.3 1.0 0.32 0.03 0.42 0.06 0.0
Sex-0487 5B 3416.684 221.4 3.0 0.28 0.05 0.32 0.1 1.0
Sex-0488 5B 3416.684 221.8 2.2 0.32 0.03 0.36 0.08 1.0
Sex-0488 1B 4122.822 224.0 1.5 "" "" "" "" ""
Sex-0489 5B 3416.684 238.8 4.9 0.38 0.05 0.61 0.1 1.0
Sex-0490 5B 3416.684 224.4 2.4 0.32 0.04 0.45 0.1 0.999
Sex-0490 1B 4122.822 225.8 3.2 "" "" "" "" ""
Sex-0491 5B 3416.684 209.2 2.0 0.35 0.03 0.35 0.07 0.996
Sex-0491 1B 4122.822 210.8 2.5 "" "" "" "" ""
Sex-0492 5B 3416.684 231.3 2.5 0.28 0.04 0.34 0.09 0.999
Sex-0493 5B 3416.684 216.9 4.7 0.32 0.03 0.28 0.08 0.999
Sex-0494 5B 3416.684 213.8 2.6 0.28 0.04 0.24 0.09 1.0
Sex-0495 5B 3416.684 228.3 5.9 0.26 0.04 0.25 0.09 1.0
Sex-0496 5B 3416.684 220.1 4.0 0.2 0.04 0.25 0.09 1.0
Sex-0497 5B 3416.684 182.9 5.9 0.27 0.03 0.11 0.08 0.214
Sex-0498 5B 3416.684 208.7 4.2 0.27 0.04 0.18 0.09 1.0
Sex-0498 1B 4122.822 219.0 4.1 "" "" "" "" ""
Sex-0499 5R 3416.684 223.2 11.6 0.39 0.06 0.52 0.12 1.0
Sex-0499 1B 4122.822 216.7 1.7 "" "" "" "" ""
Sex-0500 5B 3416.684 238.9 1.1 0.36 0.03 0.27 0.07 0.997
Sex-0501 5B 3416.684 228.1 3.7 0.23 0.03 0.22 0.08 0.999
Sex-0502 5B 3416.684 213.2 3.5 0.32 0.04 0.19 0.1 0.997
Sex-0503 5B 3416.684 218.7 2.7 0.33 0.05 0.45 0.1 0.995
Sex-0504 5B 3416.684 244.2 1.8 0.28 0.02 0.33 0.05 0.991
Sex-0505 5B 3416.684 227.2 3.4 0.29 0.04 0.37 0.09 0.999
Sex-0506 5B 3416.684 226.3 3.8 0.27 0.05 0.35 0.11 0.998
Sex-0507 5B 3416.684 223.4 2.3 0.35 0.05 0.44 0.1 0.993
Sex-0508 5B 3416.684 223.4 4.9 0.24 0.04 0.22 0.1 0.999
Sex-0509 5B 3416.684 215.2 1.8 0.36 0.03 0.22 0.09 0.999
Sex-0510 5B 3416.684 242.7 3.4 0.37 0.04 0.22 0.09 0.991
Sex-0511 5B 3416.684 81.5 1.5 0.37 0.04 0.98 0.05 0.0
Sex-0511 26B 3416.837 76.6 3.6 0.46 0.04 0.73 0.09 ""
Sex-0512 5B 3416.684 115.2 2.7 0.22 0.06 1.04 0.05 0.0
Sex-0513 5R 3416.684 51.8 2.7 0.38 0.05 0.8 0.1 0.0
Sex-0513 26B 3416.837 49.2 0.7 0.39 0.02 0.92 0.02 ""
Sex-0514 5B 3416.684 221.0 4.2 0.29 0.04 0.31 0.08 0.998
Sex-0514 26B 3416.837 225.4 4.4 0.3 0.03 0.18 0.09 ""
Sex-0515 5B 3416.684 223.9 4.2 0.3 0.05 0.32 0.1 0.997
